name,points,division,age,w_l_d,stance,residence,rank,stars,last6,last5,last4,last3,last2,last1,lagged
Winston Guerrero,2.259,super fly,20,12 0 0,orthodox,"Managua, Nicaragua",1916,2,W,W,W,W,W,W,1915
Leon Harth,2.258,light heavy,32,18 4 0,,"Bielefeld, Germany",1917,2,W,L,W,W,W,L,1916
Thato Bonokoane,2.258,super bantam,,10 3 3,,"Soweto, South Africa",1918,2,W,W,D,L,L,W,1917
Jeson Umbal,2.257,feather,26,18 6 0,southpaw,"Mambajao, Philippines",1919,2,W,W,W,L,W,W,1918
Konni Konrad,2.255,light heavy,35,25 3 1,orthodox,"Cologne, Germany",1920,2,W,L,W,W,L,W,1919
Pipat Chaiporn,2.254,feather,35,47 13 2,orthodox,"Bangkok, Thailand",1921,2,W,L,W,D,L,W,1920
Rafael Marzan,2.254,feather,26,14 0 0,orthodox,"Las Vegas, USA",1922,2,W,W,W,W,W,W,1921
Haruki Ishikawa*,2.252,bantam,21,8 2 0,orthodox,Japan,1923,2,W,W,L,W,W,L,1922
Joey Spencer,2.250,middle,20,11 0 0,orthodox,"Union City, USA",1924,2,W,W,W,W,W,W,1923
Ali Funeka,2.250,welter,42,40 11 3,orthodox,"Mdantsane, South Africa",1925,2,L,L,L,L,W,L,1924
Nikita Ababiy,2.249,middle,22,10 0 0,orthodox,"Brooklyn, USA",1926,2,W,W,W,W,W,W,1925
Willie Shaw,2.247,super light,28,12 2 0,orthodox,"Vallejo, USA",1927,2,W,L,W,W,W,L,1926
Steven Wilcox,2.246,super light,30,22 3 1,,"Hamilton, Canada",1928,2,W,L,W,W,W,W,1927
DeAndre Ware,2.244,super middle,32,13 3 2,orthodox,"Toledo, USA",1929,2,W,W,L,W,L,L,1928
Gabriel Angel Ledesma,2.237,welter,26,12 3 1,orthodox,"Escobar, Argentina",1930,2,L,W,W,L,L,D,1929
Phillip Musariri,2.231,super light,31,6 2 2,,"Harare (Salisbury), Zimbabwe",1931,2,D,W,W,W,W,L,1930
Avery Sparrow,2.231,light,26,10 2 0,orthodox,"Philadelphia, USA",1932,2,W,W,W,NC,W,L,1931
Rey Perez,2.230,super light,30,24 12 0,orthodox,"North Hollywood, USA",1933,2,W,L,W,W,L,L,1932
John Dato,2.230,light,27,14 0 1,orthodox,"Santa Maria, USA",1934,2,W,W,W,W,W,W,1933
Destyne Butler*,2.229,welter,25,9 0 0,,"Chicago, USA",1935,2,W,W,W,W,W,W,1934
Walter Gabriel Sequeira,2.228,light heavy,33,23 7 0,orthodox,"Mercedes, Argentina",1936,2,W,L,W,L,W,L,1935
Jose Carlos Paz,2.225,super welter,34,23 12 1,orthodox,"Villa Maria, Argentina",1937,2,W,L,L,L,L,L,1936
Elias Mauricio Haedo,2.223,super light,22,11 1 0,orthodox,"Pilar, Argentina",1938,2,W,W,L,W,NC,W,1937
Dariusz Sek,2.222,light heavy,34,28 6 3,southpaw,"Tarnow, Poland",1939,2,D,W,L,W,L,L,1938
Isaiah Wise,2.222,super welter,28,8 2 2,orthodox,"Philadelphia, USA",1940,2,W,L,D,W,D,W,1939
Pablo Carrillo,2.221,fly,32,25 7 1,orthodox,"Osaka, Japan",1941,2,W,L,W,L,W,W,1940
Samuel Antwi,2.221,welter,29,12 1 0,orthodox,"Stockwell, United Kingdom",1942,2,L,W,W,W,W,W,1941
Ryan Young,2.220,super middle,35,14 4 0,orthodox,"Oakville, Canada",1943,2,W,L,W,L,W,W,1942
Tony Dixon,2.220,welter,28,12 3 0,orthodox,"Mountain Ash, United Kingdom",1944,2,W,W,L,W,W,L,1943
Gabriel Duluc,2.220,welter,30,15 3 0,,"Boston, USA",1945,2,L,L,W,W,W,W,1944
Emre Cukur*,2.213,super middle,27,14 1 0,southpaw,"Munich, Germany",1946,2,W,W,W,W,W,L,1945
Zulipikaer Maimaitiali,2.213,super middle,26,12 2 1,southpaw,"Urumqi, China",1947,2,L,W,W,W,L,W,1946
Nicklaus Flaz,2.210,welter,25,9 2 0,orthodox,"Vega Alta, Puerto Rico",1948,2,L,W,W,W,W,L,1947
Tuguldur Byambatsogt,2.209,welter,21,2 0 0,orthodox,"Ulaanbaatar, Mongolia",1949,2,Blank,Blank,Blank,Blank,W,W,1948
Jaime Villegas,2.209,super feather,25,10 0 0,southpaw,Colombia,1950,2,W,W,W,W,W,W,1949
Thomas Faure,2.207,light heavy,31,19 4 0,,"Chateauroux, France",1951,2,L,W,W,W,W,W,1950
Ulugbek Khakberdiev,2.202,middle,28,6 0 0,orthodox,"Samarqand, Uzbekistan",1952,2,W,W,W,W,W,W,1951
Ricardo Blandon*,2.202,super fly,28,14 2 0,orthodox,"Managua, Nicaragua",1953,2,W,L,W,W,W,W,1952
Alessio Lorusso*,2.202,bantam,24,12 4 2,southpaw,"Macherio, Italy",1954,2,W,W,W,W,W,W,1953
Mikito Nakano,2.200,super feather,25,5 0 0,southpaw,Japan,1955,2,Blank,W,W,W,W,W,1954
Betuel Ushona,2.200,welter,38,36 10 1,orthodox,"Windhoek, Namibia",1956,2,W,L,L,L,L,L,1955
Salvador Juarez,2.199,bantam,27,13 7 2,,"Mexico City, Mexico",1957,2,W,L,W,L,L,W,1956
Carlos Manuel Portillo,2.198,super light,27,22 3 0,orthodox,"Asuncion, Paraguay",1958,2,W,W,L,W,L,L,1957
Thananchai Charunphak,2.197,fly,20,11 1 0,,"Ubon Ratchathani, Thailand",1959,2,W,W,W,W,W,W,1958
Nick Frese,2.195,welter,26,10 1 0,orthodox,"Bangkok, Thailand",1960,2,W,W,W,W,W,L,1959
Roman Golovashchenko,2.186,cruiser,33,20 5 0,orthodox,"Weissenfels, Germany",1961,2,W,L,L,W,L,L,1960
Luigi Alfieri,2.185,welter,24,6 0 0,orthodox,"Vasto, Italy",1962,2,W,W,W,W,W,W,1961
Placido Ramirez,2.184,super light,26,17 2 0,orthodox,"Soplaviento, Colombia",1963,2,W,W,W,W,W,L,1962
Xiang Li,2.183,super feather,25,6 0 0,,"Nanjing, China",1964,2,W,W,W,W,W,W,1963
Alejandro Rene Frias,2.178,super feather,24,12 4 1,,"Tepic, Mexico",1965,2,W,W,W,W,L,W,1964
Joaquin Cruz,2.175,super fly,26,12 1 2,southpaw,"Tlalnepantla, Mexico",1966,2,W,W,W,D,D,NC,1965
Alante Green,2.173,cruiser,28,7 0 1,orthodox,"Cleveland, USA",1967,2,W,W,W,W,W,W,1966
Jhon Jader Obregon,2.170,super welter,22,7 0 0,,"Vitoria, Spain",1968,2,W,W,W,W,W,W,1967
Lienard Sarcon,2.166,bantam,20,7 0 0,southpaw,"Davao City, Philippines",1969,2,W,W,W,W,W,W,1968
Martin Tecuapetla,2.166,super fly,30,15 12 4,orthodox,"Gerona, Spain",1970,2,W,L,W,L,L,NC,1969
Vijender Singh,2.166,super middle,35,12 0 0,orthodox,"Bhiwani, India",1971,2,W,W,W,W,W,W,1970
Roman Fress*,2.166,cruiser,26,11 0 0,orthodox,"Magdeburg, Germany",1972,2,W,W,W,W,W,W,1971
Diego Andrade Jr,2.165,feather,26,11 3 2,,"Victoria de Durango, Mexico",1973,2,W,L,W,W,L,W,1972
Christian Bacolod,2.163,light fly,26,12 1 0,orthodox,"Cebu City, Philippines",1974,2,W,W,W,W,W,L,1973
Derrick Webster,2.160,super middle,38,28 3 0,southpaw,"Glassboro, USA",1975,2,W,W,W,W,L,L,1974
Nicola Henchiri*,2.158,super feather,30,8 3 2,orthodox,"Pisa, Italy",1976,2,W,W,W,W,W,D,1975
Heber Rondon,2.157,super welter,34,19 0 0,southpaw,"Los Teques, Venezuela",1977,2,W,W,W,W,W,W,1976
Nath Nwachukwu,2.156,super welter,23,6 1 2,orthodox,"Fussa, Japan",1978,2,W,D,W,W,W,L,1977
Jose Armando Resendiz,2.153,super middle,21,11 0 0,,"Compostela, Mexico",1979,2,W,W,W,W,W,W,1978
David Carmona,2.152,bantam,29,21 6 5,orthodox,"Mexico City, Mexico",1980,2,L,L,L,W,L,NC,1979
Lenny Fuller,2.150,welter,26,10 1 0,orthodox,"Maidstone, United Kingdom",1981,2,W,L,W,W,W,W,1980
Antonio Paulo Soares,2.148,feather,33,11 1 0,orthodox,"Sorocaba, Brazil",1982,2,W,W,W,W,W,W,1981
Abraham Juarez,2.146,super welter,24,17 6 0,orthodox,"Mexico City, Mexico",1983,2,W,L,W,L,L,W,1982
Bernard Angelo Torres*,2.144,feather,24,12 0 0,southpaw,"Gran, Norway",1984,2,W,W,W,W,W,W,1983
Junlun Zhao,2.144,super feather,22,10 1 1,,China,1985,2,W,D,W,W,W,W,1984
Charles Hatley,2.143,super welter,34,29 2 1,orthodox,"Frisco, USA",1986,2,W,W,L,W,W,W,1985
Mark Flanagan,2.141,cruiser,30,24 8 0,orthodox,"Brisbane, Australia",1987,2,L,W,W,L,L,L,1986
Oleh Dovhun*,2.140,super bantam,26,10 0 0,southpaw,"Pittsburgh, USA",1988,2,W,W,W,W,W,W,1987
Liam Conroy,2.139,light heavy,28,18 6 1,orthodox,"Barrow In Furness, United Kingdom",1989,2,W,L,W,L,W,L,1988
Mohammed Obbadi,2.139,fly,27,21 1 0,orthodox,"Cascina, Italy",1990,2,W,W,W,W,W,W,1989
Heuk San Lee,2.133,welter,37,10 2 2,southpaw,"Seoul, South Korea",1991,2,W,W,W,L,W,L,1990
Massimiliano Ballisai,2.133,super light,36,23 8 0,orthodox,"Settimo Torinese, Italy",1992,2,W,W,L,L,W,L,1991
Emil Markic,2.133,light heavy,37,31 2 0,orthodox,"Mostar, Bosnia And Herzegovina",1993,2,W,W,W,W,W,W,1992
Virgel Vitor,2.133,feather,23,15 2 0,orthodox,"Cebu City, Philippines",1994,2,W,W,W,L,W,W,1993
Rock Dodler Myrthil,2.133,super light,28,17 0 0,orthodox,"Los Angeles, USA",1995,2,W,W,W,W,W,W,1994
Aron Juarez*,2.131,bantam,25,17 8 3,southpaw,"Managua, Nicaragua",1996,2,W,W,L,W,W,L,1995
Ruben Diaz,2.129,middle,41,26 2 2,orthodox,"Pamplona, Spain",1997,2,W,W,W,W,L,W,1996
Abdulaziz Kunert,2.128,feather,26,10 0 0,,"Cape Town, South Africa",1998,2,W,W,W,W,W,W,1997
Yuta Nakayama,2.127,fly,25,8 3 1,orthodox,Japan,1999,2,W,W,L,L,W,W,1998
Kosuke Arioka,2.121,light,27,9 5 1,orthodox,Japan,2000,2,W,W,D,W,L,L,1999
Galo Santos,2.120,super light,25,16 0 2,,"Monterrey, Mexico",2001,2,D,W,W,W,W,W,2000
Neslan Machado,2.116,feather,24,17 0 0,orthodox,"Miami, USA",2002,2,W,W,W,W,W,W,2001
Omar Garcia,2.114,super middle,30,15 3 0,orthodox,"Cumana, Venezuela",2003,2,W,W,W,L,W,L,2002
Yuki Yamauchi,2.112,feather,25,4 0 0,southpaw,"Kobe, Japan",2004,2,Blank,Blank,W,W,W,W,2003
Oleg Malinovskyi,2.110,feather,32,26 0 0,southpaw,"Kiev, Ukraine",2005,2,W,W,W,W,W,W,2004
SInethemba Kotana,2.109,fly,,5 2 2,orthodox,South Africa,2006,2,W,W,D,W,W,L,2005
Aleem Jumakhonov,2.108,feather,27,9 3 2,orthodox,"Reseda, USA",2007,2,W,L,D,W,L,W,2006
Tim Robin Lihaug,2.107,light heavy,28,20 4 0,orthodox,"Bergen, Norway",2008,2,L,L,W,W,W,W,2007
Endry Saavedra,2.104,middle,29,8 0 0,orthodox,"Tijuana, Mexico",2009,2,W,W,W,W,W,W,2008
Fernando Silva,2.103,welter,32,19 14 3,orthodox,"Ciudad Juarez, Mexico",2010,2,L,W,W,W,W,L,2009
Farrhad Saad,2.100,middle,28,7 0 1,orthodox,"Nancy, France",2011,2,W,W,W,W,W,W,2010
Yoji Saito,2.095,super feather,25,2 1 2,orthodox,Japan,2012,2,Blank,L,W,D,D,W,2011
Ryan Kelly,2.093,super welter,26,14 3 0,orthodox,"Birmingham, United Kingdom",2013,2,W,W,W,L,W,L,2012
Armenak Hovhannisyan,2.091,light heavy,34,12 1 1,,"Hildesheim, Germany",2014,2,W,W,D,W,W,W,2013
Mnqobi Mkhize,2.089,super fly,,8 1 0,,"Durban, South Africa",2015,2,W,W,W,W,W,L,2014
Al Sands,2.087,cruiser,33,21 4 1,orthodox,"Duluth, USA",2016,2,W,W,L,L,D,W,2015
Alain Chervet,2.085,super light,30,16 2 2,orthodox,"Zollikofen, Switzerland",2017,2,W,L,W,W,W,L,2016
Jean Carlos Rivera,2.081,feather,25,15 2 0,,"Orlando, USA",2018,2,W,W,W,W,L,L,2017
Yoshihiro Utsumi,2.080,bantam,36,16 9 4,orthodox,Japan,2019,2,W,W,W,L,W,D,2018
Dennis Mwale*,2.076,light,,8 0 0,,South Africa,2020,2,W,W,W,W,W,W,2019
John Mannu,2.074,super light,24,4 0 0,southpaw,"Wantirna, Australia",2021,2,Blank,Blank,W,W,W,W,2020
Damian Ezequiel Bonelli,2.070,middle,42,24 8 0,orthodox,"Ramos Mejia, Argentina",2022,2,L,L,L,L,L,W,2021
Abdul Khattab,2.066,middle,27,18 3 1,orthodox,"Copenhagen, Denmark",2023,2,L,D,W,W,W,L,2022
Joel Brunker,2.065,super feather,34,34 4 0,orthodox,"Richmond, Australia",2024,2,W,W,W,L,W,L,2023
Shoki Sakai*,2.064,welter,29,24 11 2,orthodox,"Yokohama, Japan",2025,2,D,L,L,L,L,W,2024
Rey Loreto,2.064,minimum,30,25 15 0,southpaw,"Sanda, Japan",2026,2,W,W,L,W,W,L,2025
Rajesh Kumar,2.064,light,26,11 0 1,orthodox,"Bhiwani, India",2027,2,W,W,W,W,W,W,2026
Fran Mendoza,2.062,bantam,23,10 0 0,,"Vitoria, Spain",2028,2,W,W,W,W,W,W,2027
Elias Espadas,2.061,middle,30,19 4 0,orthodox,"Merida, Mexico",2029,2,W,W,L,W,NC,W,2028
Jose Ramon Olmeda,2.061,super feather,21,16 0 0,,"La Cruz, Mexico",2030,2,W,W,W,W,W,W,2029
Luis Emanuel Cusolito,2.060,feather,32,27 4 1,orthodox,"Zarate, Argentina",2031,2,W,W,NC,L,L,D,2030
Cameron Krael,2.057,welter,27,17 17 3,orthodox,"Las Vegas, USA",2032,2,W,L,L,W,L,L,2031
Christian Thun,2.057,heavy,28,6 0 0,orthodox,"Miami, USA",2033,2,W,W,W,W,W,W,2032
Oskari Metz,2.056,welter,29,12 0 0,,"Helsinki, Finland",2034,2,W,W,W,W,W,W,2033
Jesse Angel Hernandez,2.056,super bantam,30,11 3 0,southpaw,"Fort Worth, USA",2035,2,W,W,NC,W,L,L,2034
German Rodolfo Orozco,2.054,super light,21,26 2 3,,"Guamuchil, Mexico",2036,2,W,W,W,W,W,W,2035
Hyun Min Yang,2.053,middle,28,9 4 0,orthodox,"Pocheon, South Korea",2037,2,W,W,W,L,W,L,2036
Isaac Real,2.053,super welter,38,20 3 1,orthodox,"L'Hospitalet de Llobregat, Spain",2038,2,L,W,L,W,W,W,2037
Frederic Julan,2.052,light heavy,32,12 0 0,southpaw,"Brooklyn, USA",2039,2,W,W,W,W,W,W,2038
Josh O'Reilly,2.052,light,29,16 1 0,,"Hamilton, Canada",2040,2,W,W,W,W,W,L,2039
Pietro Rossetti,2.050,welter,22,8 1 0,orthodox,"Roma, Italy",2041,2,W,W,W,W,W,L,2040
Bradley Wilcox,2.050,light,26,9 0 0,,"Hamilton, Canada",2042,2,W,W,W,W,W,W,2041
Kevin Buval,2.045,light heavy,33,10 12 1,,"Chanteloup les vignes, France",2043,2,L,W,L,W,L,W,2042
Kingsley Ibeh*,2.043,heavy,27,5 1 1,,"Phoenix, USA",2044,2,L,W,W,W,W,D,2043
Nhlanhla Tyirha,2.043,light fly,,4 1 0,,South Africa,2045,2,Blank,W,W,W,W,L,2044
Joseph Aguirre,2.041,light,29,23 0 0,orthodox,"Cancun, Mexico",2046,2,W,W,W,W,W,W,2045
Nelson Dotel,2.041,super light,26,7 2 0,,"Madrid, Spain",2047,2,L,W,W,W,W,W,2046
Alan Solis*,2.038,super feather,21,11 0 1,,"Ciudad Juarez, Mexico",2048,2,W,W,W,W,D,W,2047
Paul Valenzuela Jr,2.038,middle,34,25 9 0,orthodox,"Santa Rosalia, Mexico",2049,2,W,W,L,W,L,W,2048
Slawa Spomer*,2.035,super welter,,12 0 0,,"Heilbronn, Germany",2050,2,W,W,W,W,W,W,2049
Earl Bascome,2.035,super light,30,9 1 0,,"Hamilton, Bermuda",2051,2,W,W,L,W,W,W,2050
Jeny Boy Boca,2.034,fly,26,14 6 0,orthodox,"Mambajao, Philippines",2052,2,W,L,L,L,W,W,2051
Maurice Lee,2.034,welter,28,12 1 2,southpaw,"Woodland Hills, USA",2053,2,W,D,D,W,W,W,2052
Cesar Ignacio Paredes,2.034,bantam,27,14 3 1,,"Callao, Peru",2054,2,W,W,W,L,L,L,2053
Ilhami Aydemir,2.033,welter,27,18 1 0,orthodox,"Cologne, Germany",2055,2,W,W,W,W,W,W,2054
Brandon Quarles*,2.033,middle,34,21 5 1,orthodox,"Alexandria, USA",2056,2,W,L,W,W,W,L,2055
Tasana Salapat,2.032,bantam,27,58 1 0,southpaw,"Roi-Et, Thailand",2057,2,W,W,W,W,W,W,2056
Conor Wallace,2.030,light heavy,24,7 0 0,southpaw,"Fortitude Valley, Australia",2058,2,W,W,W,W,W,W,2057
Bob Ajisafe,2.028,light heavy,35,19 4 0,southpaw,"Leeds, United Kingdom",2059,2,W,L,W,W,W,L,2058
Stanislav Kashtanov,2.026,super middle,36,36 6 0,orthodox,"Serpukhov, Russia",2060,2,W,W,L,L,L,L,2059
Jose Soto*,2.025,super fly,22,15 0 0,,"Canalete, Colombia",2061,2,W,W,W,W,W,W,2060
Lusizo Manzana,2.024,fly,23,7 1 0,southpaw,"East London, South Africa",2062,2,W,W,W,W,W,W,2061
Alberto Guevara,2.020,feather,30,27 6 0,orthodox,"El Cajon, USA",2063,2,W,W,W,L,L,L,2062
Nick Webb,2.017,heavy,33,16 2 0,orthodox,"Chertsey, United Kingdom",2064,2,L,W,L,W,W,W,2063
Hamisi Maya,2.017,welter,23,10 2 1,orthodox,"Kimara, Tanzania",2065,2,W,W,W,W,W,W,2064
Luis Ruiz,2.017,feather,27,15 2 0,,"Barranquilla, Colombia",2066,2,W,W,W,W,W,W,2065
Rizvan Elikhanov,2.015,super middle,22,11 0 0,orthodox,"Achkhoy-Martan, Russia",2067,2,W,W,W,W,W,W,2066
Khalil El Hadri,2.013,super feather,25,9 0 0,orthodox,"Paris, France",2068,2,W,W,W,W,W,W,2067
Argi Cortes,2.013,super bantam,26,17 2 2,,"Mexico City, Mexico",2069,2,D,W,W,W,W,W,2068
Milan Prat,2.011,super welter,21,6 0 0,orthodox,"Drancy, France",2070,2,W,W,W,W,W,W,2069
Rene Dacquel,2.011,bantam,29,20 10 1,orthodox,"Malate, Philippines",2071,2,W,W,L,L,L,L,2070
Esteban Garcia,2.011,welter,30,14 1 0,southpaw,"Brawley, USA",2072,2,W,W,W,W,W,L,2071
Masahiro Sakamoto,2.004,fly,29,13 3 0,orthodox,"Osaka, Japan",2073,2,W,W,W,W,L,L,2072
Dave Apolinario,2.003,fly,21,14 0 0,southpaw,"General Santos City, Philippines",2074,2,W,W,W,W,W,W,2073
Zab Judah,1.999,super light,43,44 10 0,southpaw,"Las Vegas, USA",2075,2,W,L,L,W,W,L,2074
Nikoloz Sekhniashvili,1.998,middle,27,7 0 0,orthodox,"Sherman Oaks, USA",2076,2,W,W,W,W,W,W,2075
Eric Moon,1.997,super middle,29,11 3 0,,"Marietta, USA",2077,2,W,W,W,W,L,L,2076
Juan Antonio Lopez,1.997,feather,26,15 7 0,southpaw,"Dallas, USA",2078,2,L,W,L,W,L,W,2077
Keandre Gibson,1.996,welter,30,19 3 1,southpaw,"Las Vegas, USA",2079,2,L,W,W,L,W,L,2078
Erik Pfeifer,1.992,heavy,33,7 0 0,orthodox,"Hamburg, Germany",2080,2,W,W,W,W,W,W,2079
Bogdan Dinu,1.991,heavy,34,20 2 0,orthodox,"Bucharest, Romania",2081,2,W,W,L,L,W,W,2080
Ruben Vega,1.989,bantam,21,16 0 1,orthodox,"Mazatlan, Mexico",2082,2,D,W,W,W,W,W,2081
Nicolas De Leon,1.989,light,25,12 3 0,orthodox,"Junín, Argentina",2083,2,W,W,W,W,W,W,2082
Robert Kevin Garcia,1.987,super light,18,6 0 0,orthodox,"Austin, USA",2084,2,W,W,W,W,W,W,2083
Cris Reyes,1.983,welter,21,9 0 0,,"Renton, USA",2085,2,W,W,W,W,W,W,2084
Boris Crighton,1.983,light heavy,27,6 1 0,southpaw,"Aberdeen, United Kingdom",2086,2,W,W,W,W,W,L,2085
Angel Fierro,1.983,light,22,17 1 1,orthodox,"San Diego, USA",2087,2,W,W,W,W,L,W,2086
Tyler Howard,1.982,middle,26,19 0 0,,"Crossville, USA",2088,2,W,W,W,W,W,W,2087
Andres Campos,1.981,fly,24,9 0 0,orthodox,"Santiago de Chile, Chile",2089,2,W,W,W,W,W,W,2088
Brandon Azael Romero,1.979,super bantam,22,11 1 1,,"Monterrey, Mexico",2090,2,W,W,W,W,D,L,2089
Hikari Mineta,1.976,feather,24,8 2 0,orthodox,Japan,2091,2,W,L,W,W,W,L,2090
Danrick Sumabong,1.975,bantam,21,10 2 0,orthodox,"Tagbilaran City, Philippines",2092,2,W,W,L,W,W,W,2091
Sikho Nqothole,1.975,super fly,26,13 2 0,,South Africa,2093,2,W,W,L,L,W,W,2092
Aljum Pelesio*,1.970,bantam,22,9 1 0,orthodox,"Paranaque City, Philippines",2094,2,W,W,W,W,W,L,2093
Rodney Hernandez,1.969,heavy,31,13 10 2,orthodox,"Modesto, USA",2095,2,W,W,W,L,L,L,2094
Andrew Hernandez,1.968,super middle,34,20 8 2,orthodox,"Phoenix, USA",2096,2,L,L,NC,W,D,L,2095
Yudai Shigeoka*,1.966,light fly,23,2 0 0,southpaw,Japan,2097,2,Blank,Blank,Blank,Blank,W,W,2096
Carlos Villa,1.966,welter,30,15 3 2,orthodox,"San Antonio, USA",2098,2,L,W,W,W,D,W,2097
Luis David Salazar*,1.966,super light,27,14 0 0,,"Santo Domingo, Dominican Republic",2099,2,W,W,W,W,W,W,2098
Leyman Benavides,1.966,minimum,27,19 6 1,orthodox,"Managua, Nicaragua",2100,2,W,W,W,W,W,W,2099
Leyman Benavides,1.966,minimum,27,19 6 1,orthodox,"Managua, Nicaragua",2101,2,W,W,W,W,W,W,2100
Renold Quinlan,1.965,super middle,31,12 7 0,orthodox,"Redfern, Australia",2102,2,W,L,L,L,L,L,2101
Matt Sheehan*,1.965,light heavy,28,6 1 0,southpaw,"Croydon, Australia",2103,2,W,L,W,W,W,W,2102
Jose Guillermo Alvarado,1.965,light,22,8 0 0,,"Ensenada, Mexico",2104,2,W,W,W,W,W,W,2103
Umut Camkiran,1.965,heavy,31,14 0 0,orthodox,"Istanbul, Turkey",2105,2,W,W,W,W,W,W,2104
Viorel Simion,1.960,light,39,22 4 0,orthodox,"Lehliu Gară, Romania",2106,2,W,W,L,L,W,L,2105
Malcolm Jones,1.958,super middle,28,15 2 0,orthodox,"Indianapolis, USA",2107,2,W,W,W,W,W,L,2106
Michel Tavares,1.957,super middle,31,6 0 0,southpaw,"Bagnolet, France",2108,2,W,W,W,W,W,W,2107
Hakim Ben Ali,1.955,light,33,22 7 0,,Belgium,2109,2,L,L,W,W,L,W,2108
Antonio Mayala,1.953,welter,40,10 3 1,,"Cape Town, South Africa",2110,2,W,D,W,W,W,W,2109
Scott Sigmon,1.953,light heavy,33,34 14 1,orthodox,"Bedford, USA",2111,2,W,W,L,W,W,L,2110
Felix Williams,1.952,feather,30,29 2 0,southpaw,"Accra, Ghana",2112,2,W,W,W,W,L,W,2111
Jung Kyoung Lee,1.952,welter,32,8 4 1,southpaw,"Seoul, South Korea",2113,2,W,W,W,L,W,L,2112
Yonfrez Parejo,1.951,super bantam,34,23 4 1,orthodox,"Barcelona, Venezuela",2114,2,W,W,L,W,L,W,2113
Rafael Espinoza,1.950,super feather,26,14 0 0,orthodox,"Guadalajara, Mexico",2115,2,W,W,W,W,W,NC,2114
Jessie Cris Rosales,1.950,light,28,22 4 1,orthodox,"Cebu City, Philippines",2116,2,W,L,W,L,L,L,2115
Luke Jackson*,1.950,feather,35,19 1 0,orthodox,"Hobart, Australia",2117,2,W,W,L,W,W,W,2116
Keeshawn Williams,1.947,welter,23,7 0 1,,"District Heights, USA",2118,2,W,W,W,W,W,W,2117
Sam Hyde,1.946,cruiser,27,15 2 1,orthodox,"Sale, United Kingdom",2119,2,W,W,L,W,W,L,2118
Agron Smakici,1.945,heavy,30,15 1 0,southpaw,Germany,2120,2,W,W,W,W,W,L,2119
Stephon Young,1.943,bantam,32,18 2 3,southpaw,"Saint Louis, USA",2121,2,W,W,W,L,W,L,2120
Tatsuya Takahashi*,1.940,bantam,31,32 9 6,orthodox,"Tsuchiura, Japan",2122,2,W,W,L,D,W,W,2121
Adones Aguelo,1.940,light,32,33 21 2,orthodox,"Mandaue City, Philippines",2123,2,L,W,L,W,W,L,2122
Jerry Tomogdan,1.937,light fly,27,29 11 4,southpaw,"Valencia City, Philippines",2124,2,L,W,W,W,W,L,2123
Emile Kalekuzi,1.932,super middle,22,20 0 0,,"Cape Town, South Africa",2125,2,W,W,W,W,W,W,2124
Arblin Kaba,1.931,super light,26,12 1 0,orthodox,"Bologna, Italy",2126,2,W,W,W,W,W,L,2125
Luis Arcon,1.930,super light,28,10 0 1,orthodox,"Coachella, USA",2127,2,W,W,W,W,W,D,2126
Xiao Tao Su,1.928,super feather,24,11 1 0,orthodox,"Kunming, China",2128,2,W,W,W,W,W,W,2127
Nathan Augustine,1.926,light,23,4 1 1,,"Fleury sur Orne, France",2129,2,W,D,W,L,W,W,2128
Ponciano Remandiman,1.925,bantam,24,10 5 1,southpaw,"Cebu City, Philippines",2130,2,W,W,W,W,W,L,2129
Noel Murphy,1.925,super light,26,14 2 1,,"Woodlawn, USA",2131,2,W,L,D,W,W,L,2130
Ryan Doyle,1.921,feather,29,18 4 1,orthodox,"Gorton, United Kingdom",2132,2,W,W,W,L,L,W,2131
Nicholas Radley,1.921,light heavy,,9 1 0,,"Cape Town, South Africa",2133,2,W,W,W,W,W,L,2132
Abdel Malik Ladjali,1.920,super welter,27,5 0 0,orthodox,"Lille, France",2134,2,Blank,W,W,W,W,W,2133
Nick Ball,1.918,super feather,23,13 0 0,orthodox,"Liverpool, United Kingdom",2135,2,W,W,W,W,W,W,2134
Ramiro Hernandez,1.917,feather,31,16 0 0,,"Cleveland, USA",2136,2,W,W,W,W,W,W,2135
Jesus Aviles,1.917,middle,34,9 3 0,southpaw,"Lima, Peru",2137,2,W,W,L,L,W,L,2136
Jordan White,1.917,super feather,23,10 1 0,,"Washington, USA",2138,2,W,W,W,W,W,W,2137
Antonio Vargas,1.913,bantam,24,12 1 0,orthodox,"Kissimmee, USA",2139,2,W,W,W,L,W,W,2138
Yosuke Fujihara,1.913,super bantam,34,18 7 0,orthodox,Japan,2140,2,L,L,W,L,W,L,2139
Francisco Cuadrado,1.912,super light,21,12 1 0,,"Tijuana, Mexico",2141,2,W,W,W,W,L,W,2140
Luis Enrique Romero,1.910,super light,34,9 2 1,orthodox,"Barinas, Venezuela",2142,2,L,L,W,W,W,W,2141
Dmitry Mikhaylenko*,1.910,super welter,34,23 7 0,orthodox,"Gelendzhik, Russia",2143,2,L,W,L,L,L,L,2142
Ezequiel Gurria*,1.909,super welter,27,13 1 0,,"Zaragoza, Spain",2144,2,W,W,W,W,W,L,2143
Hikaru Matsuoka,1.909,feather,25,16 5 3,orthodox,"Sanda, Japan",2145,2,L,W,W,W,L,W,2144
